127.0.0.1 - - [12/Feb/2024:17:54:18 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:07 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:07 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:07 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:07 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:07 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:07 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:08 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 354
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:08 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:08 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:08 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 353
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:08 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:08 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 355
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:09 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 325
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:16 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 325
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:16 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 325
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:16 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 325
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:16 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 325
0:0:0:0:0:0:0:1 - - [12/Feb/2024:18:02:17 +0530] "GET /RegistrationApp/RegisterServlet?username=eggg&password=656464&mobile=646464&email=sdfsdgf%40544&gender=MALE&dob=2024-02-06&qualification=BSC&qualification=MSC&country=India&Languages=Telugu&Languages=Hindi&Languages=Kanada&comments=%09%09%09%09%0D%0A%09sdffsfsdfsdfdsds%0D%0A%09%09 HTTP/1.1" 200 325
